sample-id	forward-absolute-filepath	reverse-absolute-filepath
SRR19064411	/home/users/eunseo916/yunna02102/fastq/SRR19064411_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064411_2.fastq.gz
SRR19064412	/home/users/eunseo916/yunna02102/fastq/SRR19064412_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064412_2.fastq.gz
SRR19064413	/home/users/eunseo916/yunna02102/fastq/SRR19064413_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064413_2.fastq.gz
SRR19064414	/home/users/eunseo916/yunna02102/fastq/SRR19064414_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064414_2.fastq.gz
SRR19064415	/home/users/eunseo916/yunna02102/fastq/SRR19064415_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064415_2.fastq.gz
SRR19064416	/home/users/eunseo916/yunna02102/fastq/SRR19064416_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064416_2.fastq.gz
SRR19064417	/home/users/eunseo916/yunna02102/fastq/SRR19064417_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064417_2.fastq.gz
SRR19064418	/home/users/eunseo916/yunna02102/fastq/SRR19064418_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064418_2.fastq.gz
SRR19064419	/home/users/eunseo916/yunna02102/fastq/SRR19064419_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064419_2.fastq.gz
SRR19064420	/home/users/eunseo916/yunna02102/fastq/SRR19064420_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064420_2.fastq.gz
SRR19064421	/home/users/eunseo916/yunna02102/fastq/SRR19064421_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064421_2.fastq.gz
SRR19064422	/home/users/eunseo916/yunna02102/fastq/SRR19064422_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064422_2.fastq.gz
SRR19064423	/home/users/eunseo916/yunna02102/fastq/SRR19064423_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064423_2.fastq.gz
SRR19064424	/home/users/eunseo916/yunna02102/fastq/SRR19064424_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064424_2.fastq.gz
SRR19064425	/home/users/eunseo916/yunna02102/fastq/SRR19064425_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064425_2.fastq.gz
SRR19064426	/home/users/eunseo916/yunna02102/fastq/SRR19064426_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064426_2.fastq.gz
SRR19064427	/home/users/eunseo916/yunna02102/fastq/SRR19064427_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064427_2.fastq.gz
SRR19064428	/home/users/eunseo916/yunna02102/fastq/SRR19064428_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064428_2.fastq.gz
SRR19064429	/home/users/eunseo916/yunna02102/fastq/SRR19064429_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064429_2.fastq.gz
SRR19064430	/home/users/eunseo916/yunna02102/fastq/SRR19064430_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064430_2.fastq.gz
SRR19064431	/home/users/eunseo916/yunna02102/fastq/SRR19064431_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064431_2.fastq.gz
SRR19064432	/home/users/eunseo916/yunna02102/fastq/SRR19064432_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064432_2.fastq.gz
SRR19064433	/home/users/eunseo916/yunna02102/fastq/SRR19064433_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064433_2.fastq.gz
SRR19064434	/home/users/eunseo916/yunna02102/fastq/SRR19064434_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064434_2.fastq.gz
SRR19064435	/home/users/eunseo916/yunna02102/fastq/SRR19064435_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064435_2.fastq.gz
SRR19064436	/home/users/eunseo916/yunna02102/fastq/SRR19064436_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064436_2.fastq.gz
SRR19064437	/home/users/eunseo916/yunna02102/fastq/SRR19064437_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064437_2.fastq.gz
SRR19064438	/home/users/eunseo916/yunna02102/fastq/SRR19064438_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064438_2.fastq.gz
SRR19064439	/home/users/eunseo916/yunna02102/fastq/SRR19064439_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064439_2.fastq.gz
SRR19064440	/home/users/eunseo916/yunna02102/fastq/SRR19064440_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064440_2.fastq.gz
SRR19064441	/home/users/eunseo916/yunna02102/fastq/SRR19064441_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064441_2.fastq.gz
SRR19064442	/home/users/eunseo916/yunna02102/fastq/SRR19064442_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064442_2.fastq.gz
SRR19064443	/home/users/eunseo916/yunna02102/fastq/SRR19064443_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064443_2.fastq.gz
SRR19064444	/home/users/eunseo916/yunna02102/fastq/SRR19064444_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064444_2.fastq.gz
SRR19064445	/home/users/eunseo916/yunna02102/fastq/SRR19064445_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064445_2.fastq.gz
SRR19064446	/home/users/eunseo916/yunna02102/fastq/SRR19064446_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064446_2.fastq.gz
SRR19064447	/home/users/eunseo916/yunna02102/fastq/SRR19064447_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064447_2.fastq.gz
SRR19064448	/home/users/eunseo916/yunna02102/fastq/SRR19064448_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064448_2.fastq.gz
SRR19064449	/home/users/eunseo916/yunna02102/fastq/SRR19064449_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064449_2.fastq.gz
SRR19064450	/home/users/eunseo916/yunna02102/fastq/SRR19064450_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064450_2.fastq.gz
SRR19064451	/home/users/eunseo916/yunna02102/fastq/SRR19064451_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064451_2.fastq.gz
SRR19064452	/home/users/eunseo916/yunna02102/fastq/SRR19064452_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064452_2.fastq.gz
SRR19064453	/home/users/eunseo916/yunna02102/fastq/SRR19064453_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064453_2.fastq.gz
SRR19064454	/home/users/eunseo916/yunna02102/fastq/SRR19064454_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064454_2.fastq.gz
SRR19064455	/home/users/eunseo916/yunna02102/fastq/SRR19064455_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064455_2.fastq.gz
SRR19064456	/home/users/eunseo916/yunna02102/fastq/SRR19064456_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064456_2.fastq.gz
SRR19064457	/home/users/eunseo916/yunna02102/fastq/SRR19064457_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064457_2.fastq.gz
SRR19064458	/home/users/eunseo916/yunna02102/fastq/SRR19064458_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064458_2.fastq.gz
SRR19064459	/home/users/eunseo916/yunna02102/fastq/SRR19064459_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064459_2.fastq.gz
SRR19064460	/home/users/eunseo916/yunna02102/fastq/SRR19064460_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064460_2.fastq.gz
SRR19064461	/home/users/eunseo916/yunna02102/fastq/SRR19064461_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064461_2.fastq.gz
SRR19064462	/home/users/eunseo916/yunna02102/fastq/SRR19064462_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064462_2.fastq.gz
SRR19064463	/home/users/eunseo916/yunna02102/fastq/SRR19064463_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064463_2.fastq.gz
SRR19064464	/home/users/eunseo916/yunna02102/fastq/SRR19064464_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064464_2.fastq.gz
SRR19064465	/home/users/eunseo916/yunna02102/fastq/SRR19064465_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064465_2.fastq.gz
SRR19064466	/home/users/eunseo916/yunna02102/fastq/SRR19064466_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064466_2.fastq.gz
SRR19064467	/home/users/eunseo916/yunna02102/fastq/SRR19064467_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064467_2.fastq.gz
SRR19064468	/home/users/eunseo916/yunna02102/fastq/SRR19064468_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064468_2.fastq.gz
SRR19064469	/home/users/eunseo916/yunna02102/fastq/SRR19064469_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064469_2.fastq.gz
SRR19064470	/home/users/eunseo916/yunna02102/fastq/SRR19064470_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064470_2.fastq.gz
SRR19064471	/home/users/eunseo916/yunna02102/fastq/SRR19064471_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064471_2.fastq.gz
SRR19064472	/home/users/eunseo916/yunna02102/fastq/SRR19064472_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064472_2.fastq.gz
SRR19064473	/home/users/eunseo916/yunna02102/fastq/SRR19064473_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064473_2.fastq.gz
SRR19064474	/home/users/eunseo916/yunna02102/fastq/SRR19064474_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064474_2.fastq.gz
SRR19064475	/home/users/eunseo916/yunna02102/fastq/SRR19064475_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064475_2.fastq.gz
SRR19064476	/home/users/eunseo916/yunna02102/fastq/SRR19064476_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064476_2.fastq.gz
SRR19064477	/home/users/eunseo916/yunna02102/fastq/SRR19064477_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064477_2.fastq.gz
SRR19064478	/home/users/eunseo916/yunna02102/fastq/SRR19064478_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064478_2.fastq.gz
SRR19064479	/home/users/eunseo916/yunna02102/fastq/SRR19064479_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064479_2.fastq.gz
SRR19064480	/home/users/eunseo916/yunna02102/fastq/SRR19064480_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064480_2.fastq.gz
SRR19064481	/home/users/eunseo916/yunna02102/fastq/SRR19064481_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064481_2.fastq.gz
SRR19064482	/home/users/eunseo916/yunna02102/fastq/SRR19064482_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064482_2.fastq.gz
SRR19064483	/home/users/eunseo916/yunna02102/fastq/SRR19064483_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064483_2.fastq.gz
SRR19064484	/home/users/eunseo916/yunna02102/fastq/SRR19064484_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064484_2.fastq.gz
SRR19064485	/home/users/eunseo916/yunna02102/fastq/SRR19064485_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064485_2.fastq.gz
SRR19064486	/home/users/eunseo916/yunna02102/fastq/SRR19064486_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064486_2.fastq.gz
SRR19064487	/home/users/eunseo916/yunna02102/fastq/SRR19064487_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064487_2.fastq.gz
